Sno.,Text,Sentiment,Timestamp,User,Platform
695,Cursed by the echoes of regret.  ,1,5/5/2023 17:10,EchoRegret  ,Facebook 
696,Suffering in silence.  ,1,5/6/2023 17:10,SilentSufferer  ,Twitter 
697,Forsaken by faith and betrayed by fate.  ,1,5/7/2023 17:10,BetrayedFate  ,Instagram 
698,Withering away in the depths of despair.  ,1,5/8/2023 17:10,WitheredSoul  ,Facebook 
699,Shattered illusions and shattered dreams.  ,1,5/9/2023 17:10,IllusionShatterer  ,Twitter 
700,Blinded by the darkness within.  ,1,5/10/2023 17:10,InnerDarkness  ,Instagram 
701,Lost in the labyrinth of despair.  ,1,5/11/2023 17:10,LabyrinthLost  ,Facebook 
702,Stranded in the wasteland of sorrow.  ,1,5/12/2023 17:10,WastelandSorrows  ,Twitter 
703,Forsaken by the light of hope.  ,1,2/5/2023 19:30,ForsakenLight  ,Instagram 
704,Drowning in a river of tears.  ,1,2/6/2023 19:30,TearRiver  ,Twitter 
705,Shackled by the chains of despair.  ,1,2/7/2023 19:30,ChainsOfDespair  ,Twitter 
706,Cursed by the cruel hand of fate.  ,1,2/8/2023 19:30,CruelFateCurse  ,Facebook 
707,Shattered by the storms of life.  ,1,2/9/2023 19:30,LifeStorms  ,Instagram 
708,Wounded by the arrows of betrayal.  ,1,2/10/2023 19:30,BetrayalWounded  ,Twitter 
709,Drifting in a sea of emptiness.  ,1,2/11/2023 19:30,EmptinessDrifter  ,Facebook 
710,Trapped in the prison of regret.  ,1,2/12/2023 19:30,RegretPrisoner  ,Instagram 
711,Abandoned by the warmth of love.  ,1,2/13/2023 19:30,LoveAbandoned  ,Instagram 
712,Torn apart by the winds of change.  ,1,2/14/2023 19:30,ChangeTorn  ,Twitter 
713,Forsaken by the promise of tomorrow.  ,1,2/15/2023 19:30,TomorrowForsaken  ,Instagram 
714,Shattered by the weight of expectation.  ,1,2/16/2023 19:30,ExpectationWeight  ,Facebook 
715,Struggling to find purpose in the pain.  ,1,2/17/2023 19:30,PurposelessStruggle  ,Twitter 
716,Lost in the maze of misery.  ,1,2/18/2023 19:30,MiseryMaze  ,Instagram 
717,Haunted by the ghosts of the past.  ,1,2/19/2023 19:30,MiseryMaze  ,Facebook 
718,Suffocated by the silence of solitude.  ,1,2/20/2023 19:30,GhostHaunted  ,Twitter 
719,Forsaken by fortune and abandoned by fate.  ,1,2/21/2023 19:30,SolitudeSuffocation  ,Instagram 
720,Shattered dreams and shattered illusions.  ,1,2/22/2023 19:30,FortuneForsaker  ,Facebook 
721,Withering away in the garden of despair.  ,1,2/23/2023 19:30,IllusionDreamShatterer  ,Twitter 
722,Torn asunder by the tempest of turmoil.  ,1,2/24/2023 19:30,TempestTurmoil  ,Instagram 
723,Consumed by the flames of despair.  ,1,2/25/2023 19:30,FlameConsumed  ,Facebook 
724,Lost in the depths of despair.  ,1,2/26/2023 19:30,DepthsLost  ,Twitter 
725,Trapped in the cycle of self-destruction.  ,1,2/27/2023 19:30,SelfDestructionCycle  ,Instagram 
726,Shattered hopes and shattered dreams.  ,1,2/28/2023 19:30,ShatteredHopes  ,Facebook 
727,Forsaken by faith and abandoned by hope.  ,1,3/1/2023 19:30,FaithAbandoned  ,Twitter 
728,Suffocating in the grip of despair.  ,1,3/2/2023 19:30,DespairGrip  ,Instagram 
729,Cursed by the curse of despair.  ,1,3/3/2023 19:30,CursedDespair  ,Facebook 
730,Drifting in the sea of sorrow.  ,1,3/4/2023 19:30,SeaSorrow  ,Twitter 
731,Torn apart by the ravages of time.  ,1,3/5/2023 19:30,RavagesTime  ,Instagram 
732,Blinded by the darkness of despair.  ,1,3/6/2023 19:30,DespairBlind  ,Facebook 
733,Shackled by the chains of regret.  ,1,3/7/2023 19:30,RegretShackles  ,Instagram 
734,Forsaken by love and abandoned by fate.  ,1,3/8/2023 19:30,LoveForsaken  ,Twitter 
735,Shattered by the storms of sorrow.  ,1,3/9/2023 19:30,SorrowStorms  ,Facebook 
736,Trapped in the darkness of despair.  ,1,3/10/2023 19:30,DarknessTrapped  ,Instagram 
737,Lost in the wilderness of the soul.  ,1,3/11/2023 19:30,WildernessLost  ,Twitter 
738,Suffocating in the silence of solitude.  ,1,3/12/2023 19:30,SoulSilence  ,Instagram 
739,Shattered dreams and shattered hopes.  ,1,3/13/2023 19:30,DesertDespair  ,Facebook 
740,Withering away in the desert of despair.  ,1,3/14/2023 19:30,FateTides  ,Twitter 
741,Torn apart by the tides of fate.  ,1,3/15/2023 19:30,FateAbandoned  ,Instagram 
742,Forsaken by fortune and abandoned by fate.  ,1,3/16/2023 19:30,VoidDrifter  ,Facebook 
743,Drifting in the void of emptiness.  ,1,3/17/2023 19:30,EchoesRegret  ,Twitter 
744,Shattered by the echoes of regret.  ,1,3/18/2023 19:30,DespairCycle  ,Instagram 
745,Trapped in the cycle of despair.  ,1,3/19/2023 19:30,SoulDarkness  ,Facebook 
746,Blinded by the darkness of the soul.  ,1,3/20/2023 19:30,SorrowSuffocation  ,Twitter 
747,Suffocated by the weight of sorrow.,1,3/21/2023 19:30,WeightSuffocation  ,Instagram 
748,Had an incredible time hiking today! #thoughts,0,03/06/2023 19:45,User4026,Facebook
749,Best concert I’ve ever been to! #update,0,03/11/2023 18:10,User4222,Facebook
750,Feeling grateful for amazing friends. #daily,0,02/20/2023 23:31,User6317,Instagram
751,Feeling grateful for amazing friends. #life,0,02/04/2023 14:41,User6741,Instagram
752,Best concert I’ve ever been to! #daily,0,02/01/2023 12:25,User9671,Instagram
753,Feeling grateful for amazing friends. #life,0,03/24/2023 22:03,User6734,Facebook
754,Best concert I’ve ever been to! #thoughts,0,01/28/2023 08:03,User7658,Facebook
755,Loving the new phone update—super sleek! #life,0,02/27/2023 15:29,User2830,Facebook
756,Loving the new phone update—super sleek! #daily,0,02/11/2023 13:14,User2236,Facebook
757,Loving the new phone update—super sleek! #thoughts,0,03/10/2023 13:49,User4958,Instagram
758,Had an incredible time hiking today! #daily,0,03/07/2023 08:48,User3141,Instagram
759,Feeling grateful for amazing friends. #life,0,03/01/2023 10:47,User9864,Facebook
760,Can't stop smiling after that surprise party. #update,0,03/24/2023 20:56,User4534,Twitter
761,Best concert I’ve ever been to! #daily,0,03/01/2023 12:28,User9239,Instagram
762,Can't stop smiling after that surprise party. #life,0,02/04/2023 17:12,User9661,Facebook
763,Feeling grateful for amazing friends. #update,0,02/24/2023 01:26,User6750,Facebook
764,Feeling grateful for amazing friends. #mood,0,03/19/2023 08:09,User4523,Facebook
765,Feeling grateful for amazing friends. #daily,0,03/21/2023 05:50,User2282,Twitter
766,Loving the new phone update—super sleek! #update,0,03/21/2023 03:44,User7639,Twitter
767,Had an incredible time hiking today! #update,0,02/08/2023 14:58,User4456,Facebook
768,Best concert I’ve ever been to! #life,0,03/02/2023 02:14,User6462,Twitter
769,Loving the new phone update—super sleek! #daily,0,03/12/2023 18:51,User3223,Instagram
770,Best concert I’ve ever been to! #life,0,03/06/2023 01:32,User8863,Facebook
771,Best concert I’ve ever been to! #life,0,03/16/2023 09:33,User1639,Instagram
772,Feeling grateful for amazing friends. #mood,0,03/15/2023 07:11,User1107,Instagram
773,Can't stop smiling after that surprise party. #life,0,01/18/2023 21:52,User9461,Facebook
774,Feeling grateful for amazing friends. #mood,0,03/18/2023 13:26,User7445,Instagram
775,Can't stop smiling after that surprise party. #thoughts,0,01/28/2023 17:18,User9707,Twitter
776,Feeling grateful for amazing friends. #mood,0,01/28/2023 08:36,User7760,Facebook
777,Had an incredible time hiking today! #thoughts,0,02/18/2023 17:21,User8275,Instagram
778,Best concert I’ve ever been to! #update,0,01/21/2023 15:33,User4788,Facebook
779,Best concert I’ve ever been to! #daily,0,01/25/2023 13:06,User8136,Instagram
780,Can't stop smiling after that surprise party. #update,0,02/06/2023 14:23,User1282,Twitter
781,Loving the new phone update—super sleek! #thoughts,0,01/31/2023 05:36,User2409,Facebook
782,Feeling grateful for amazing friends. #life,0,02/01/2023 15:10,User8235,Twitter
783,Feeling grateful for amazing friends. #mood,0,03/24/2023 18:45,User3216,Instagram
784,Loving the new phone update—super sleek! #life,0,02/16/2023 18:00,User6116,Facebook
785,Feeling grateful for amazing friends. #thoughts,0,01/27/2023 05:54,User6049,Facebook
786,Feeling grateful for amazing friends. #daily,0,01/25/2023 03:11,User2227,Facebook
787,Can't stop smiling after that surprise party. #mood,0,01/21/2023 00:33,User7809,Instagram
788,Loving the new phone update—super sleek! #update,0,02/17/2023 05:21,User1429,Twitter
789,Feeling grateful for amazing friends. #daily,0,01/23/2023 22:32,User5952,Twitter
790,Had an incredible time hiking today! #daily,0,02/06/2023 05:26,User9453,Instagram
791,Had an incredible time hiking today! #update,0,02/26/2023 23:45,User7637,Facebook
792,Feeling grateful for amazing friends. #update,0,02/18/2023 23:52,User3149,Instagram
793,Best concert I’ve ever been to! #mood,0,02/21/2023 10:45,User3241,Instagram
794,Had an incredible time hiking today! #life,0,03/22/2023 06:06,User7934,Instagram
795,Can't stop smiling after that surprise party. #mood,0,02/11/2023 20:09,User3278,Instagram
796,Feeling grateful for amazing friends. #daily,0,01/18/2023 11:09,User2372,Facebook
797,Loving the new phone update—super sleek! #thoughts,0,02/28/2023 13:00,User7860,Facebook
798,Loving the new phone update—super sleek! #mood,0,01/16/2023 10:11,User4166,Facebook
799,Had an incredible time hiking today! #thoughts,0,02/16/2023 02:59,User3444,Facebook
800,Feeling grateful for amazing friends. #update,0,03/04/2023 06:51,User4567,Instagram
801,Feeling grateful for amazing friends. #mood,0,01/22/2023 23:56,User1982,Instagram
802,Best concert I’ve ever been to! #thoughts,0,01/21/2023 11:58,User6142,Facebook
803,Can't stop smiling after that surprise party. #mood,0,01/16/2023 06:11,User3588,Twitter
804,Had an incredible time hiking today! #update,0,01/28/2023 23:24,User5225,Twitter
805,Loving the new phone update—super sleek! #mood,0,03/10/2023 00:38,User9293,Instagram
806,Can't stop smiling after that surprise party. #update,0,03/21/2023 07:08,User3471,Twitter
807,Had an incredible time hiking today! #thoughts,0,02/11/2023 20:40,User6751,Twitter
808,Loving the new phone update—super sleek! #update,0,03/13/2023 07:08,User1311,Twitter
809,Can't stop smiling after that surprise party. #update,0,02/16/2023 19:18,User2949,Twitter
810,Had an incredible time hiking today! #update,0,02/20/2023 10:25,User5676,Instagram
811,Loving the new phone update—super sleek! #daily,0,01/16/2023 07:43,User3538,Facebook
812,Can't stop smiling after that surprise party. #life,0,03/01/2023 12:50,User6054,Twitter
813,Had an incredible time hiking today! #update,0,03/06/2023 08:15,User1264,Twitter
814,Loving the new phone update—super sleek! #thoughts,0,02/02/2023 11:04,User9036,Facebook
815,Best concert I’ve ever been to! #life,0,03/02/2023 00:40,User9999,Facebook
816,Loving the new phone update—super sleek! #daily,0,02/09/2023 05:08,User6932,Instagram
817,Feeling grateful for amazing friends. #mood,0,03/17/2023 20:59,User6236,Twitter
818,Best concert I’ve ever been to! #update,0,03/20/2023 15:49,User6593,Instagram
819,Can't stop smiling after that surprise party. #life,0,02/17/2023 10:33,User4876,Instagram
820,Feeling grateful for amazing friends. #mood,0,02/12/2023 15:01,User9101,Twitter
821,Loving the new phone update—super sleek! #update,0,03/04/2023 04:47,User1024,Facebook
822,Best concert I’ve ever been to! #update,0,02/03/2023 15:11,User4992,Twitter
823,Loving the new phone update—super sleek! #life,0,03/08/2023 15:54,User5837,Instagram
824,Feeling grateful for amazing friends. #mood,0,01/27/2023 13:41,User4541,Instagram
825,Loving the new phone update—super sleek! #daily,0,01/17/2023 01:44,User2209,Twitter
826,Had an incredible time hiking today! #mood,0,03/09/2023 07:21,User6505,Instagram
827,Loving the new phone update—super sleek! #thoughts,0,02/15/2023 16:17,User4222,Twitter
828,Loving the new phone update—super sleek! #mood,0,01/23/2023 08:19,User7794,Instagram
829,Had an incredible time hiking today! #daily,0,02/20/2023 10:25,User5554,Instagram
830,Had an incredible time hiking today! #update,0,02/14/2023 19:52,User6129,Facebook
831,Loving the new phone update—super sleek! #mood,0,03/21/2023 21:00,User3021,Twitter
832,Best concert I’ve ever been to! #life,0,01/24/2023 09:56,User4260,Facebook
833,Had an incredible time hiking today! #life,0,02/02/2023 12:33,User1513,Facebook
834,Had an incredible time hiking today! #daily,0,02/15/2023 04:26,User1632,Instagram
835,Can't stop smiling after that surprise party. #daily,0,02/26/2023 06:06,User5814,Twitter
836,Feeling grateful for amazing friends. #update,0,03/12/2023 00:58,User1327,Facebook
837,Feeling grateful for amazing friends. #thoughts,0,03/25/2023 21:46,User9950,Facebook
838,Loving the new phone update—super sleek! #update,0,02/13/2023 04:41,User3563,Instagram
839,Loving the new phone update—super sleek! #thoughts,0,01/18/2023 18:18,User8504,Facebook
840,Feeling grateful for amazing friends. #life,0,03/10/2023 04:42,User8362,Instagram
841,Had an incredible time hiking today! #thoughts,0,02/28/2023 07:14,User4857,Twitter
842,Can't stop smiling after that surprise party. #update,0,02/21/2023 17:27,User6936,Instagram
843,Had an incredible time hiking today! #daily,0,02/09/2023 01:27,User7432,Facebook
844,Had an incredible time hiking today! #life,0,02/09/2023 15:55,User5352,Facebook
845,Feeling grateful for amazing friends. #mood,0,03/08/2023 04:03,User6399,Instagram
846,Had an incredible time hiking today! #update,0,01/19/2023 22:45,User7056,Instagram
847,Had an incredible time hiking today! #thoughts,0,03/17/2023 18:41,User2130,Instagram
848,Best concert I’ve ever been to! #thoughts,0,01/30/2023 13:39,User1085,Twitter
849,Can't stop smiling after that surprise party. #daily,0,03/21/2023 15:00,User5551,Twitter
850,Loving the new phone update—super sleek! #mood,0,02/05/2023 16:19,User9542,Facebook
851,Best concert I’ve ever been to! #mood,0,03/06/2023 21:02,User5076,Twitter
852,Feeling grateful for amazing friends. #thoughts,0,01/25/2023 01:17,User6209,Instagram
853,Had an incredible time hiking today! #life,0,02/22/2023 06:13,User9288,Twitter
854,Feeling grateful for amazing friends. #daily,0,02/05/2023 06:36,User4965,Twitter
855,Had an incredible time hiking today! #daily,0,02/25/2023 16:32,User2224,Twitter
856,Had an incredible time hiking today! #mood,0,02/07/2023 20:38,User8699,Twitter
857,Best concert I’ve ever been to! #daily,0,03/21/2023 20:35,User1852,Instagram
858,Loving the new phone update—super sleek! #life,0,03/11/2023 20:42,User4330,Twitter
859,Feeling grateful for amazing friends. #mood,0,02/17/2023 11:19,User9157,Facebook
860,Feeling grateful for amazing friends. #thoughts,0,03/25/2023 12:41,User6494,Twitter
861,Loving the new phone update—super sleek! #mood,0,02/03/2023 03:36,User9596,Twitter
862,Had an incredible time hiking today! #daily,0,02/12/2023 03:40,User9165,Twitter
863,Had an incredible time hiking today! #daily,0,02/03/2023 13:56,User7344,Twitter
864,Can't stop smiling after that surprise party. #life,0,03/10/2023 15:19,User9407,Instagram
865,Loving the new phone update—super sleek! #daily,0,02/05/2023 23:41,User2029,Facebook
866,Loving the new phone update—super sleek! #life,0,03/07/2023 05:07,User1629,Instagram
867,Loving the new phone update—super sleek! #update,0,03/20/2023 21:14,User2063,Instagram
868,Had an incredible time hiking today! #daily,0,03/25/2023 15:50,User9389,Twitter
869,Had an incredible time hiking today! #update,0,02/22/2023 13:44,User1664,Twitter
870,Loving the new phone update—super sleek! #thoughts,0,02/11/2023 20:34,User3146,Twitter
871,Can't stop smiling after that surprise party. #mood,0,02/26/2023 13:42,User3865,Twitter
872,Can't stop smiling after that surprise party. #life,0,03/07/2023 06:45,User8405,Twitter
873,Best concert I’ve ever been to! #daily,0,03/19/2023 10:27,User1451,Twitter
874,Feeling grateful for amazing friends. #life,0,03/19/2023 22:05,User5887,Instagram
875,Can't stop smiling after that surprise party. #daily,0,02/03/2023 10:43,User2599,Facebook
876,Can't stop smiling after that surprise party. #mood,0,02/17/2023 16:43,User1006,Facebook
877,Had an incredible time hiking today! #mood,0,02/06/2023 02:58,User9586,Twitter
878,Feeling grateful for amazing friends. #update,0,01/17/2023 04:55,User5972,Instagram
879,Best concert I’ve ever been to! #mood,0,02/03/2023 17:31,User7715,Twitter
880,Had an incredible time hiking today! #daily,0,02/20/2023 15:54,User9616,Facebook
881,Had an incredible time hiking today! #mood,0,03/18/2023 07:06,User1269,Facebook
882,Best concert I’ve ever been to! #life,0,02/09/2023 08:07,User7659,Facebook
883,Had an incredible time hiking today! #life,0,02/02/2023 04:06,User8108,Facebook
884,Can't stop smiling after that surprise party. #update,0,03/02/2023 17:40,User9193,Instagram
885,Loving the new phone update—super sleek! #life,0,01/28/2023 23:40,User7883,Instagram
886,Had an incredible time hiking today! #thoughts,0,02/15/2023 20:18,User6904,Instagram
887,Feeling grateful for amazing friends. #update,0,03/11/2023 12:51,User2041,Facebook
888,Feeling grateful for amazing friends. #update,0,02/25/2023 00:31,User2278,Instagram
889,Best concert I’ve ever been to! #mood,0,02/12/2023 17:01,User1214,Facebook
890,Loving the new phone update—super sleek! #thoughts,0,02/01/2023 22:39,User9623,Facebook
891,Can't stop smiling after that surprise party. #update,0,02/21/2023 03:29,User1935,Facebook
892,Had an incredible time hiking today! #update,0,02/07/2023 04:39,User1713,Instagram
893,Feeling grateful for amazing friends. #daily,0,03/19/2023 13:52,User7428,Instagram
894,Feeling grateful for amazing friends. #update,0,02/25/2023 02:01,User1679,Facebook
895,Best concert I’ve ever been to! #daily,0,02/12/2023 01:07,User6773,Instagram
896,Loving the new phone update—super sleek! #daily,0,03/05/2023 15:08,User2822,Facebook
897,Best concert I’ve ever been to! #life,0,02/16/2023 04:22,User6326,Facebook
898,Best concert I’ve ever been to! #thoughts,0,02/27/2023 07:35,User3857,Facebook
899,Best concert I’ve ever been to! #mood,0,03/25/2023 06:02,User4901,Instagram
900,Had an incredible time hiking today! #update,0,03/14/2023 07:17,User2695,Facebook
901,Loving the new phone update—super sleek! #life,0,02/28/2023 02:00,User7699,Facebook
902,Can't stop smiling after that surprise party. #daily,0,02/14/2023 19:01,User2939,Facebook
903,Loving the new phone update—super sleek! #update,0,03/08/2023 11:59,User4148,Facebook
904,Had an incredible time hiking today! #mood,0,02/23/2023 11:45,User2848,Facebook
905,Can't stop smiling after that surprise party. #mood,0,02/01/2023 05:54,User9717,Twitter
906,Feeling grateful for amazing friends. #daily,0,03/14/2023 08:36,User4173,Twitter
907,Feeling grateful for amazing friends. #thoughts,0,03/17/2023 18:40,User4020,Facebook
908,Had an incredible time hiking today! #thoughts,0,02/24/2023 08:35,User1222,Instagram
909,Feeling grateful for amazing friends. #thoughts,0,01/25/2023 13:48,User7880,Facebook
910,Loving the new phone update—super sleek! #update,0,03/18/2023 05:00,User2829,Twitter
911,Loving the new phone update—super sleek! #daily,0,03/16/2023 18:59,User6283,Instagram
912,Had an incredible time hiking today! #life,0,02/27/2023 21:02,User5322,Instagram
913,Feeling grateful for amazing friends. #update,0,02/19/2023 21:40,User8491,Facebook
914,Had an incredible time hiking today! #thoughts,0,03/18/2023 09:31,User9673,Instagram
915,Can't stop smiling after that surprise party. #update,0,02/20/2023 10:06,User2094,Instagram
916,Loving the new phone update—super sleek! #daily,0,02/05/2023 00:34,User2187,Instagram
917,Feeling grateful for amazing friends. #life,0,01/18/2023 17:19,User6617,Facebook
918,Got stuck in the rain without an umbrella. #mood,1,02/21/2023 21:35,User1292,Facebook
919,The food delivery was late and cold. #thoughts,1,03/25/2023 01:17,User9792,Twitter
920,Missed my flight due to poor planning. #mood,1,02/13/2023 06:52,User1494,Twitter
921,Really disappointed with this app update. #mood,1,02/22/2023 22:41,User8852,Twitter
922,Terrible experience with the customer support. #update,1,03/09/2023 13:04,User5508,Twitter
923,Missed my flight due to poor planning. #thoughts,1,03/18/2023 04:39,User5722,Instagram
924,The food delivery was late and cold. #mood,1,02/17/2023 04:36,User8864,Twitter
925,The food delivery was late and cold. #update,1,02/08/2023 01:46,User1559,Facebook
926,Terrible experience with the customer support. #thoughts,1,01/28/2023 12:09,User2033,Twitter
927,Really disappointed with this app update. #thoughts,1,02/09/2023 00:01,User7616,Twitter
928,The food delivery was late and cold. #mood,1,02/21/2023 03:04,User6156,Facebook
929,Terrible experience with the customer support. #thoughts,1,02/11/2023 16:12,User2609,Twitter
930,Missed my flight due to poor planning. #update,1,01/29/2023 12:13,User5568,Twitter
931,The food delivery was late and cold. #update,1,03/10/2023 04:32,User1497,Twitter
932,Terrible experience with the customer support. #mood,1,01/20/2023 01:24,User7323,Facebook
933,Really disappointed with this app update. #daily,1,02/11/2023 01:08,User5925,Twitter
934,The food delivery was late and cold. #thoughts,1,01/26/2023 22:52,User6684,Facebook
935,Really disappointed with this app update. #update,1,02/19/2023 21:15,User7953,Facebook
936,Missed my flight due to poor planning. #thoughts,1,03/19/2023 03:01,User7702,Instagram
937,Really disappointed with this app update. #thoughts,1,01/18/2023 10:22,User5985,Instagram
938,The food delivery was late and cold. #life,1,03/19/2023 06:23,User9237,Instagram
939,Really disappointed with this app update. #thoughts,1,01/29/2023 15:27,User8539,Instagram
940,The food delivery was late and cold. #update,1,02/22/2023 20:50,User9814,Facebook
941,Missed my flight due to poor planning. #mood,1,03/04/2023 19:50,User6534,Facebook
942,Really disappointed with this app update. #daily,1,03/14/2023 11:21,User2301,Twitter
943,Got stuck in the rain without an umbrella. #update,1,01/30/2023 14:25,User1585,Instagram
944,Got stuck in the rain without an umbrella. #daily,1,03/08/2023 08:46,User2068,Facebook
945,Missed my flight due to poor planning. #life,1,03/15/2023 23:46,User1733,Instagram
946,Terrible experience with the customer support. #thoughts,1,01/17/2023 00:56,User1098,Twitter
947,Got stuck in the rain without an umbrella. #life,1,03/21/2023 12:47,User9045,Instagram
948,Terrible experience with the customer support. #daily,1,02/22/2023 23:47,User9018,Instagram
949,Terrible experience with the customer support. #daily,1,03/21/2023 19:54,User8608,Twitter
950,Really disappointed with this app update. #thoughts,1,02/08/2023 15:44,User4492,Twitter
951,Missed my flight due to poor planning. #daily,1,03/04/2023 10:42,User9293,Facebook
952,Really disappointed with this app update. #mood,1,03/17/2023 20:21,User7348,Twitter
953,Really disappointed with this app update. #update,1,03/21/2023 23:01,User1445,Facebook
954,Really disappointed with this app update. #mood,1,01/27/2023 17:24,User5923,Instagram
955,Missed my flight due to poor planning. #mood,1,03/03/2023 23:22,User1903,Twitter
956,Missed my flight due to poor planning. #mood,1,02/09/2023 02:29,User1951,Twitter
957,Got stuck in the rain without an umbrella. #life,1,03/04/2023 19:41,User5933,Twitter
958,Terrible experience with the customer support. #thoughts,1,02/04/2023 18:51,User2197,Instagram
959,Really disappointed with this app update. #mood,1,02/07/2023 06:15,User7659,Twitter
960,Got stuck in the rain without an umbrella. #update,1,02/11/2023 17:10,User6589,Twitter
961,The food delivery was late and cold. #life,1,01/28/2023 02:29,User8075,Instagram
962,Got stuck in the rain without an umbrella. #life,1,01/31/2023 06:58,User7330,Instagram
963,Missed my flight due to poor planning. #thoughts,1,03/20/2023 10:39,User6048,Facebook
964,The food delivery was late and cold. #life,1,02/03/2023 00:34,User3865,Facebook
965,Really disappointed with this app update. #life,1,02/23/2023 08:39,User5169,Twitter
966,Got stuck in the rain without an umbrella. #thoughts,1,03/23/2023 14:20,User2216,Instagram
967,The food delivery was late and cold. #thoughts,1,03/07/2023 03:53,User9080,Instagram
968,The food delivery was late and cold. #thoughts,1,02/08/2023 12:20,User8369,Facebook
969,Terrible experience with the customer support. #update,1,01/18/2023 18:30,User6994,Facebook
970,The food delivery was late and cold. #update,1,02/25/2023 14:01,User6349,Twitter
971,The food delivery was late and cold. #update,1,01/18/2023 17:37,User6792,Instagram
972,Really disappointed with this app update. #mood,1,03/22/2023 03:54,User1093,Twitter
973,Terrible experience with the customer support. #thoughts,1,02/13/2023 17:44,User2882,Instagram
974,Really disappointed with this app update. #mood,1,03/09/2023 04:05,User3157,Instagram
975,The food delivery was late and cold. #update,1,03/19/2023 23:03,User1157,Instagram
976,Really disappointed with this app update. #update,1,02/04/2023 10:46,User1176,Twitter
977,The food delivery was late and cold. #mood,1,01/17/2023 20:03,User6672,Twitter
978,Really disappointed with this app update. #thoughts,1,03/25/2023 08:39,User4704,Twitter
979,Really disappointed with this app update. #thoughts,1,03/06/2023 12:45,User5155,Twitter
980,Terrible experience with the customer support. #mood,1,03/23/2023 09:00,User6313,Twitter
981,The food delivery was late and cold. #update,1,03/06/2023 10:58,User5403,Twitter
982,Missed my flight due to poor planning. #update,1,02/16/2023 12:52,User7815,Facebook
983,Got stuck in the rain without an umbrella. #life,1,02/01/2023 02:54,User7798,Twitter
984,The food delivery was late and cold. #life,1,02/15/2023 06:05,User6988,Facebook
985,Really disappointed with this app update. #daily,1,02/09/2023 03:09,User5972,Twitter
986,Really disappointed with this app update. #life,1,01/26/2023 09:17,User5833,Twitter
987,Got stuck in the rain without an umbrella. #thoughts,1,03/24/2023 04:17,User1217,Twitter
988,Missed my flight due to poor planning. #mood,1,02/10/2023 21:12,User9476,Facebook
989,The food delivery was late and cold. #life,1,03/09/2023 10:49,User8462,Instagram
990,Missed my flight due to poor planning. #thoughts,1,02/21/2023 23:37,User3727,Facebook
991,The food delivery was late and cold. #mood,1,02/10/2023 05:04,User9949,Twitter
992,Terrible experience with the customer support. #update,1,01/20/2023 15:31,User1880,Instagram
993,Got stuck in the rain without an umbrella. #thoughts,1,03/03/2023 21:14,User7385,Twitter
994,Missed my flight due to poor planning. #life,1,03/05/2023 19:33,User8238,Instagram
995,Missed my flight due to poor planning. #daily,1,03/23/2023 03:17,User4579,Instagram
996,The food delivery was late and cold. #daily,1,03/08/2023 09:37,User4510,Twitter
997,The food delivery was late and cold. #thoughts,1,02/10/2023 12:04,User3559,Instagram
998,Missed my flight due to poor planning. #update,1,02/24/2023 05:16,User9118,Instagram
999,Got stuck in the rain without an umbrella. #daily,1,03/10/2023 16:35,User8806,Facebook
1000,The food delivery was late and cold. #update,1,02/12/2023 00:12,User9150,Instagram
1001,The food delivery was late and cold. #thoughts,1,02/28/2023 02:40,User3325,Facebook
1002,Really disappointed with this app update. #update,1,02/14/2023 19:48,User6695,Instagram
1003,Terrible experience with the customer support. #update,1,01/29/2023 07:50,User7449,Facebook
1004,Terrible experience with the customer support. #update,1,01/19/2023 13:22,User3851,Twitter
1005,Got stuck in the rain without an umbrella. #life,1,01/19/2023 13:59,User9825,Twitter
1006,Really disappointed with this app update. #thoughts,1,02/17/2023 01:07,User6772,Twitter
1007,The food delivery was late and cold. #update,1,02/07/2023 02:28,User7054,Facebook
1008,The food delivery was late and cold. #thoughts,1,02/02/2023 14:51,User6818,Facebook
1009,Got stuck in the rain without an umbrella. #thoughts,1,03/20/2023 00:32,User8007,Instagram
1010,Got stuck in the rain without an umbrella. #update,1,02/08/2023 09:42,User2444,Facebook
1011,Really disappointed with this app update. #life,1,02/24/2023 06:09,User7459,Instagram
1012,Terrible experience with the customer support. #daily,1,03/15/2023 18:33,User9001,Instagram
1013,Missed my flight due to poor planning. #mood,1,02/22/2023 09:37,User5725,Instagram
1014,Got stuck in the rain without an umbrella. #update,1,01/17/2023 10:06,User2836,Instagram
1015,The food delivery was late and cold. #mood,1,02/28/2023 20:09,User8013,Twitter
1016,The food delivery was late and cold. #life,1,02/23/2023 11:40,User3705,Instagram
1017,Really disappointed with this app update. #daily,1,01/22/2023 12:19,User9043,Twitter
1018,The food delivery was late and cold. #thoughts,1,03/14/2023 14:29,User3889,Twitter
1019,Really disappointed with this app update. #mood,1,03/14/2023 02:17,User6782,Facebook
1020,The food delivery was late and cold. #daily,1,03/02/2023 08:56,User9437,Instagram
1021,Got stuck in the rain without an umbrella. #mood,1,02/28/2023 08:24,User6697,Instagram
1022,The food delivery was late and cold. #life,1,03/08/2023 08:22,User7781,Facebook
1023,Really disappointed with this app update. #update,1,03/13/2023 12:09,User7947,Twitter
1024,Missed my flight due to poor planning. #mood,1,03/24/2023 16:31,User6689,Facebook
1025,The food delivery was late and cold. #life,1,03/05/2023 21:27,User5369,Facebook
