Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
1133,Decided to rearrange my furniture. #mood,2,2023-02-17 00:40:00,User3160,Facebook,Friday,Night,288,180,33,501,40,6,1,0,2,0,0,False,71.57142857142857,0.5737051792828686,0.35856573705179284,0.06573705179282868
1134,"Scrolling through feeds, nothing much going on. #mood",2,2023-01-28 23:00:00,User7946,Twitter,Saturday,Night,105,17,36,158,53,8,1,0,2,0,23,True,17.555555555555557,0.660377358490566,0.1069182389937107,0.22641509433962265
1135,"Scrolling through feeds, nothing much going on. #mood",2,2023-03-20 04:49:00,User4279,Facebook,Monday,Night,399,77,82,558,53,8,1,0,2,0,4,False,62.0,0.7137745974955277,0.13774597495527727,0.14669051878354203
1136,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-02-23 01:42:00,User7107,Facebook,Thursday,Night,156,81,19,256,57,8,1,0,2,0,1,False,28.444444444444443,0.6070038910505836,0.3151750972762646,0.07392996108949416
1137,"Scrolling through feeds, nothing much going on. #life",2,2023-02-07 09:16:00,User8222,Instagram,Tuesday,Morning,880,163,28,1071,53,8,1,0,2,0,9,False,119.0,0.8208955223880597,0.15205223880597016,0.026119402985074626
1138,Decided to rearrange my furniture. #daily,2,2023-02-14 20:30:00,User2324,Twitter,Tuesday,Evening,97,72,40,209,41,6,1,0,2,0,20,False,29.857142857142858,0.46190476190476193,0.34285714285714286,0.19047619047619047
1139,Decided to rearrange my furniture. #thoughts,2,2023-02-17 17:16:00,User1881,Twitter,Friday,Evening,622,102,84,808,44,6,1,0,2,0,17,False,115.42857142857143,0.7688504326328801,0.1260815822002472,0.103831891223733
1140,Decided to rearrange my furniture. #mood,2,2023-02-02 11:07:00,User3602,Twitter,Thursday,Morning,386,129,97,612,40,6,1,0,2,0,11,False,87.42857142857143,0.6296900489396411,0.21044045676998369,0.15823817292006526
1141,Decided to rearrange my furniture. #daily,2,2023-03-11 17:43:00,User6146,Instagram,Saturday,Evening,75,106,76,257,41,6,1,0,2,0,17,True,36.714285714285715,0.29069767441860467,0.4108527131782946,0.29457364341085274
1142,Thinking about the week ahead. #mood,2,2023-03-07 04:32:00,User6852,Twitter,Tuesday,Night,853,136,15,1004,36,6,1,0,2,0,4,False,143.42857142857142,0.8487562189054726,0.13532338308457711,0.014925373134328358
1143,Decided to rearrange my furniture. #thoughts,2,2023-02-26 16:31:00,User2144,Instagram,Sunday,Afternoon,306,106,41,453,44,6,1,0,2,0,16,True,64.71428571428571,0.6740088105726872,0.23348017621145375,0.09030837004405286
1144,Thinking about the week ahead. #mood,2,2023-02-20 17:32:00,User9305,Instagram,Monday,Evening,57,23,39,119,36,6,1,0,2,0,17,False,17.0,0.475,0.19166666666666668,0.325
1145,"Scrolling through feeds, nothing much going on. #life",2,2023-02-11 18:53:00,User2238,Twitter,Saturday,Evening,674,86,2,762,53,8,1,0,2,0,18,True,84.66666666666667,0.8833551769331586,0.1127129750982962,0.002621231979030144
1146,Thinking about the week ahead. #daily,2,2023-01-29 14:57:00,User3445,Facebook,Sunday,Afternoon,916,145,63,1124,37,6,1,0,2,0,14,True,160.57142857142858,0.8142222222222222,0.1288888888888889,0.056
1147,Walking through the city with no plans. #daily,2,2023-01-22 01:33:00,User5278,Instagram,Sunday,Night,302,27,29,358,46,8,1,0,2,0,1,True,39.77777777777778,0.841225626740947,0.07520891364902507,0.0807799442896936
1148,"Scrolling through feeds, nothing much going on. #life",2,2023-01-19 22:01:00,User5486,Twitter,Thursday,Night,741,87,74,902,53,8,1,0,2,0,22,False,100.22222222222223,0.8205980066445183,0.09634551495016612,0.08194905869324474
1149,Thinking about the week ahead. #life,2,2023-02-14 18:56:00,User5962,Instagram,Tuesday,Evening,768,113,66,947,36,6,1,0,2,0,18,False,135.28571428571428,0.810126582278481,0.11919831223628692,0.06962025316455696
1150,Thinking about the week ahead. #daily,2,2023-02-27 01:07:00,User7351,Facebook,Monday,Night,352,79,51,482,37,6,1,0,2,0,1,False,68.85714285714286,0.7287784679089027,0.16356107660455488,0.10559006211180125
1151,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-01-16 19:30:00,User3456,Facebook,Monday,Evening,688,133,75,896,57,8,1,0,2,0,19,False,99.55555555555556,0.7670011148272018,0.14827201783723523,0.08361204013377926
1152,Walking through the city with no plans. #daily,2,2023-01-31 05:09:00,User2006,Twitter,Tuesday,Morning,105,92,77,274,46,8,1,0,2,0,5,False,30.444444444444443,0.38181818181818183,0.33454545454545453,0.28
1153,It’s just another Monday. #life,2,2023-02-10 21:16:00,User1166,Facebook,Friday,Night,775,58,10,843,31,5,1,0,3,0,21,False,140.5,0.9182464454976303,0.06872037914691943,0.011848341232227487
1154,Decided to rearrange my furniture. #daily,2,2023-01-31 11:09:00,User3978,Facebook,Tuesday,Morning,575,93,14,682,41,6,1,0,2,0,11,False,97.42857142857143,0.8418740849194729,0.13616398243045388,0.020497803806734993
1155,Walking through the city with no plans. #update,2,2023-02-06 22:48:00,User1674,Twitter,Monday,Night,523,147,82,752,47,8,1,0,2,0,22,False,83.55555555555556,0.6945551128818062,0.1952191235059761,0.10889774236387782
1156,Walking through the city with no plans. #daily,2,2023-03-12 02:40:00,User9716,Facebook,Sunday,Night,77,69,51,197,46,8,1,0,2,0,2,True,21.88888888888889,0.3888888888888889,0.3484848484848485,0.25757575757575757
1157,"Scrolling through feeds, nothing much going on. #mood",2,2023-03-17 18:30:00,User9688,Instagram,Friday,Evening,127,80,73,280,53,8,1,0,2,0,18,False,31.11111111111111,0.45195729537366547,0.2846975088967972,0.2597864768683274
1158,Decided to rearrange my furniture. #thoughts,2,2023-02-21 12:31:00,User9552,Facebook,Tuesday,Afternoon,265,147,39,451,44,6,1,0,2,0,12,False,64.42857142857143,0.5862831858407079,0.3252212389380531,0.08628318584070796
1159,Walking through the city with no plans. #update,2,2023-01-17 11:31:00,User7842,Instagram,Tuesday,Morning,435,153,28,616,47,8,1,0,2,0,11,False,68.44444444444444,0.7050243111831442,0.2479740680713128,0.04538087520259319
1160,"Scrolling through feeds, nothing much going on. #life",2,2023-03-25 15:50:00,User4357,Facebook,Saturday,Afternoon,414,151,3,568,53,8,1,0,2,0,15,True,63.111111111111114,0.7275922671353251,0.26537785588752194,0.005272407732864675
1161,Thinking about the week ahead. #daily,2,2023-01-26 10:10:00,User6764,Facebook,Thursday,Morning,715,64,84,863,37,6,1,0,2,0,10,False,123.28571428571429,0.8275462962962963,0.07407407407407407,0.09722222222222222
1162,"Scrolling through feeds, nothing much going on. #daily",2,2023-02-24 12:24:00,User6858,Twitter,Friday,Afternoon,575,97,70,742,54,8,1,0,2,0,12,False,82.44444444444444,0.7738896366083445,0.13055181695827725,0.09421265141318977
1163,Decided to rearrange my furniture. #daily,2,2023-02-19 14:24:00,User8419,Facebook,Sunday,Afternoon,748,165,27,940,41,6,1,0,2,0,14,True,134.28571428571428,0.7948990435706695,0.17534537725823593,0.028692879914984058
1164,"Scrolling through feeds, nothing much going on. #update",2,2023-02-28 02:35:00,User3873,Facebook,Tuesday,Night,361,53,2,416,55,8,1,0,2,0,2,False,46.22222222222222,0.8657074340527577,0.12709832134292565,0.004796163069544364
1165,"Scrolling through feeds, nothing much going on. #life",2,2023-03-09 11:00:00,User2987,Facebook,Thursday,Morning,932,39,93,1064,53,8,1,0,2,0,11,False,118.22222222222223,0.8751173708920188,0.036619718309859155,0.08732394366197183
1166,"Scrolling through feeds, nothing much going on. #life",2,2023-03-04 18:19:00,User4718,Twitter,Saturday,Evening,56,176,38,270,53,8,1,0,2,0,18,True,30.0,0.2066420664206642,0.6494464944649446,0.14022140221402213
1167,Decided to rearrange my furniture. #thoughts,2,2023-02-02 20:38:00,User7243,Facebook,Thursday,Evening,52,106,3,161,44,6,1,0,2,0,20,False,23.0,0.32098765432098764,0.654320987654321,0.018518518518518517
1168,"Scrolling through feeds, nothing much going on. #update",2,2023-02-18 03:16:00,User9531,Instagram,Saturday,Night,672,15,16,703,55,8,1,0,2,0,3,True,78.11111111111111,0.9545454545454546,0.02130681818181818,0.022727272727272728
1169,It’s just another Monday. #daily,2,2023-03-03 19:14:00,User1945,Instagram,Friday,Evening,968,103,94,1165,32,5,1,0,3,0,19,False,194.16666666666666,0.8301886792452831,0.08833619210977701,0.08061749571183534
1170,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-01-25 09:13:00,User2979,Instagram,Wednesday,Morning,799,114,40,953,57,8,1,0,2,0,9,False,105.88888888888889,0.8375262054507338,0.11949685534591195,0.041928721174004195
1171,"Scrolling through feeds, nothing much going on. #daily",2,2023-03-15 08:38:00,User1326,Facebook,Wednesday,Morning,412,78,2,492,54,8,1,0,2,0,8,False,54.666666666666664,0.8356997971602435,0.15821501014198783,0.004056795131845842
1172,"Scrolling through feeds, nothing much going on. #life",2,2023-03-26 05:04:00,User7573,Facebook,Sunday,Morning,800,198,81,1079,53,8,1,0,2,0,5,True,119.88888888888889,0.7407407407407407,0.18333333333333332,0.075
1173,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-02-16 23:10:00,User5447,Instagram,Thursday,Night,557,178,41,776,57,8,1,0,2,0,23,False,86.22222222222223,0.7168597168597168,0.22908622908622908,0.05276705276705277
1174,Decided to rearrange my furniture. #daily,2,2023-02-22 22:40:00,User8526,Instagram,Wednesday,Night,323,13,12,348,41,6,1,0,2,0,22,False,49.714285714285715,0.9255014326647565,0.03724928366762178,0.034383954154727794
1175,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-02-01 20:44:00,User7050,Instagram,Wednesday,Evening,555,7,35,597,57,8,1,0,2,0,20,False,66.33333333333333,0.9280936454849499,0.011705685618729096,0.05852842809364549
1176,Thinking about the week ahead. #update,2,2023-03-25 00:37:00,User1730,Facebook,Saturday,Night,855,89,65,1009,38,6,1,0,2,0,0,True,144.14285714285714,0.8465346534653465,0.08811881188118811,0.06435643564356436
1177,"Scrolling through feeds, nothing much going on. #mood",2,2023-01-24 11:24:00,User4786,Facebook,Tuesday,Morning,788,30,55,873,53,8,1,0,2,0,11,False,97.0,0.9016018306636155,0.034324942791762014,0.06292906178489703
1178,"Scrolling through feeds, nothing much going on. #daily",2,2023-02-08 05:06:00,User9269,Twitter,Wednesday,Morning,932,76,45,1053,54,8,1,0,2,0,5,False,117.0,0.8842504743833017,0.07210626185958255,0.04269449715370019
1179,It’s just another Monday. #life,2,2023-02-19 02:58:00,User8945,Twitter,Sunday,Night,64,52,79,195,31,5,1,0,3,0,2,True,32.5,0.32653061224489793,0.2653061224489796,0.4030612244897959
1180,It’s just another Monday. #thoughts,2,2023-01-25 00:43:00,User6610,Facebook,Wednesday,Night,241,198,90,529,35,5,1,0,3,0,0,False,88.16666666666667,0.4547169811320755,0.37358490566037733,0.16981132075471697
1181,Decided to rearrange my furniture. #thoughts,2,2023-03-06 15:43:00,User5121,Instagram,Monday,Afternoon,680,160,85,925,44,6,1,0,2,0,15,False,132.14285714285714,0.734341252699784,0.17278617710583152,0.091792656587473
1182,Walking through the city with no plans. #update,2,2023-01-31 06:03:00,User5039,Instagram,Tuesday,Morning,534,121,62,717,47,8,1,0,2,0,6,False,79.66666666666667,0.7437325905292479,0.16852367688022285,0.08635097493036212
1183,Walking through the city with no plans. #thoughts,2,2023-03-14 08:40:00,User5443,Twitter,Tuesday,Morning,77,158,49,284,49,8,1,0,2,0,8,False,31.555555555555557,0.27017543859649124,0.5543859649122806,0.17192982456140352
1184,It’s just another Monday. #daily,2,2023-02-02 13:43:00,User7009,Facebook,Thursday,Afternoon,763,157,95,1015,32,5,1,0,3,0,13,False,169.16666666666666,0.7509842519685039,0.1545275590551181,0.09350393700787402
1185,Walking through the city with no plans. #life,2,2023-02-24 22:18:00,User5511,Instagram,Friday,Night,88,16,25,129,45,8,1,0,2,0,22,False,14.333333333333334,0.676923076923077,0.12307692307692308,0.19230769230769232
1186,Thinking about the week ahead. #thoughts,2,2023-03-12 10:47:00,User9157,Twitter,Sunday,Morning,322,137,23,482,40,6,1,0,2,0,10,True,68.85714285714286,0.6666666666666666,0.2836438923395445,0.047619047619047616
1187,It’s just another Monday. #life,2,2023-01-29 22:02:00,User9236,Facebook,Sunday,Night,280,52,24,356,31,5,1,0,3,0,22,True,59.333333333333336,0.7843137254901961,0.14565826330532214,0.06722689075630252
1188,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-02-16 20:29:00,User9409,Twitter,Thursday,Evening,135,41,38,214,57,8,1,0,2,0,20,False,23.77777777777778,0.627906976744186,0.19069767441860466,0.17674418604651163
1189,"Scrolling through feeds, nothing much going on. #update",2,2023-02-04 04:32:00,User9571,Twitter,Saturday,Night,523,48,28,599,55,8,1,0,2,0,4,True,66.55555555555556,0.8716666666666667,0.08,0.04666666666666667
1190,It’s just another Monday. #mood,2,2023-02-19 09:48:00,User3586,Instagram,Sunday,Morning,175,19,21,215,31,5,1,0,3,0,9,True,35.833333333333336,0.8101851851851852,0.08796296296296297,0.09722222222222222
1191,Walking through the city with no plans. #life,2,2023-01-24 11:33:00,User4970,Facebook,Tuesday,Morning,861,47,54,962,45,8,1,0,2,0,11,False,106.88888888888889,0.8940809968847352,0.04880581516095535,0.056074766355140186
1192,It’s just another Monday. #mood,2,2023-02-27 08:51:00,User5878,Instagram,Monday,Morning,586,180,18,784,31,5,1,0,3,0,8,False,130.66666666666666,0.7464968152866241,0.22929936305732485,0.022929936305732482
1193,Decided to rearrange my furniture. #life,2,2023-02-04 07:54:00,User4796,Twitter,Saturday,Morning,194,91,36,321,40,6,1,0,2,0,7,True,45.857142857142854,0.6024844720496895,0.2826086956521739,0.11180124223602485
1194,Thinking about the week ahead. #update,2,2023-03-18 09:54:00,User7463,Twitter,Saturday,Morning,574,74,99,747,38,6,1,0,2,0,9,True,106.71428571428571,0.767379679144385,0.09893048128342247,0.1323529411764706
1195,It’s just another Monday. #mood,2,2023-02-26 06:17:00,User5750,Instagram,Sunday,Morning,261,50,45,356,31,5,1,0,3,0,6,True,59.333333333333336,0.7310924369747899,0.1400560224089636,0.12605042016806722
1196,"Scrolling through feeds, nothing much going on. #daily",2,2023-03-23 04:43:00,User8043,Instagram,Thursday,Night,74,112,73,259,54,8,1,0,2,0,4,False,28.77777777777778,0.2846153846153846,0.4307692307692308,0.28076923076923077
1197,It’s just another Monday. #daily,2,2023-02-24 12:31:00,User7866,Twitter,Friday,Afternoon,629,127,53,809,32,5,1,0,3,0,12,False,134.83333333333334,0.7765432098765432,0.15679012345679014,0.0654320987654321
1198,"Scrolling through feeds, nothing much going on. #thoughts",2,2023-02-14 23:10:00,User2898,Twitter,Tuesday,Night,443,175,30,648,57,8,1,0,2,0,23,False,72.0,0.6825885978428351,0.2696456086286595,0.046224961479198766
1199,Walking through the city with no plans. #mood,2,2023-03-23 17:29:00,User1518,Instagram,Thursday,Evening,116,25,60,201,45,8,1,0,2,0,17,False,22.333333333333332,0.5742574257425742,0.12376237623762376,0.297029702970297
1200,Walking through the city with no plans. #thoughts,2,2023-03-13 17:56:00,User3180,Instagram,Monday,Evening,282,155,98,535,49,8,1,0,2,0,17,False,59.44444444444444,0.5261194029850746,0.2891791044776119,0.1828358208955224
1201,Thinking about the week ahead. #life,2,2023-01-17 21:31:00,User4563,Instagram,Tuesday,Night,158,111,32,301,36,6,1,0,2,0,21,False,43.0,0.5231788079470199,0.3675496688741722,0.10596026490066225
1202,Decided to rearrange my furniture. #life,2,2023-02-04 09:10:00,User5800,Facebook,Saturday,Morning,195,84,67,346,40,6,1,0,2,0,9,True,49.42857142857143,0.5619596541786743,0.2420749279538905,0.1930835734870317
1203,Thinking about the week ahead. #mood,2,2023-02-10 22:31:00,User1269,Twitter,Friday,Night,160,51,67,278,36,6,1,0,2,0,22,False,39.714285714285715,0.5734767025089605,0.1827956989247312,0.24014336917562723
1204,Thinking about the week ahead. #daily,2,2023-02-07 02:28:00,User5379,Facebook,Tuesday,Night,277,121,28,426,37,6,1,0,2,0,2,False,60.857142857142854,0.6487119437939111,0.28337236533957844,0.06557377049180328
1205,Decided to rearrange my furniture. #life,2,2023-03-22 01:03:00,User9393,Facebook,Wednesday,Night,160,128,44,332,40,6,1,0,2,0,1,False,47.42857142857143,0.4804804804804805,0.3843843843843844,0.13213213213213212
1206,Walking through the city with no plans. #thoughts,2,2023-01-18 14:24:00,User1047,Instagram,Wednesday,Afternoon,519,147,79,745,49,8,1,0,2,0,14,False,82.77777777777777,0.6957104557640751,0.1970509383378016,0.10589812332439678
1207,Thinking about the week ahead. #life,2,2023-03-07 23:37:00,User8489,Twitter,Tuesday,Night,83,29,41,153,36,6,1,0,2,0,23,False,21.857142857142858,0.538961038961039,0.18831168831168832,0.2662337662337662
1208,Walking through the city with no plans. #update,2,2023-02-10 19:05:00,User4435,Facebook,Friday,Evening,672,40,63,775,47,8,1,0,2,0,19,False,86.11111111111111,0.865979381443299,0.05154639175257732,0.08118556701030928
1209,Decided to rearrange my furniture. #mood,2,2023-03-03 11:21:00,User3439,Facebook,Friday,Morning,825,55,23,903,40,6,1,0,2,0,11,False,129.0,0.9126106194690266,0.06084070796460177,0.025442477876106196
1210,Thinking about the week ahead. #update,2,2023-02-17 07:28:00,User3052,Facebook,Friday,Morning,985,19,75,1079,38,6,1,0,2,0,7,False,154.14285714285714,0.9120370370370371,0.017592592592592594,0.06944444444444445
1211,It’s just another Monday. #daily,2,2023-02-22 08:38:00,User3154,Instagram,Wednesday,Morning,418,72,48,538,32,5,1,0,3,0,8,False,89.66666666666667,0.7755102040816326,0.13358070500927643,0.08905380333951762
1212,Decided to rearrange my furniture. #mood,2,2023-03-11 17:53:00,User4725,Instagram,Saturday,Evening,797,25,32,854,40,6,1,0,2,0,17,True,122.0,0.9321637426900585,0.029239766081871343,0.03742690058479532
1213,Walking through the city with no plans. #thoughts,2,2023-01-23 09:07:00,User9385,Twitter,Monday,Morning,644,145,57,846,49,8,1,0,2,0,9,False,94.0,0.7603305785123967,0.17119244391971664,0.06729634002361275
1214,Decided to rearrange my furniture. #thoughts,2,2023-02-09 16:09:00,User3276,Facebook,Thursday,Afternoon,603,23,33,659,44,6,1,0,2,0,16,False,94.14285714285714,0.9136363636363637,0.03484848484848485,0.05
1215,Thinking about the week ahead. #daily,2,2023-03-22 14:58:00,User1934,Twitter,Wednesday,Afternoon,474,38,24,536,37,6,1,0,2,0,14,False,76.57142857142857,0.88268156424581,0.07076350093109869,0.0446927374301676
1216,It’s just another Monday. #thoughts,2,2023-03-23 07:14:00,User1641,Instagram,Thursday,Morning,662,82,39,783,35,5,1,0,3,0,7,False,130.5,0.8443877551020408,0.10459183673469388,0.04974489795918367
1217,Thinking about the week ahead. #life,2,2023-01-29 10:28:00,User4188,Facebook,Sunday,Morning,567,129,34,730,36,6,1,0,2,0,10,True,104.28571428571429,0.7756497948016415,0.17647058823529413,0.046511627906976744
1218,Thinking about the week ahead. #daily,2,2023-02-13 09:50:00,User2295,Instagram,Monday,Morning,741,121,56,918,37,6,1,0,2,0,9,False,131.14285714285714,0.8063112078346029,0.13166485310119697,0.060935799782372145
1219,It’s just another Monday. #update,2,2023-03-25 10:01:00,User5474,Facebook,Saturday,Morning,331,56,28,415,33,5,1,0,3,0,10,True,69.16666666666667,0.7956730769230769,0.1346153846153846,0.0673076923076923
1220,Decided to rearrange my furniture. #update,2,2023-02-26 21:24:00,User8541,Twitter,Sunday,Night,369,31,37,437,42,6,1,0,2,0,21,True,62.42857142857143,0.8424657534246576,0.07077625570776255,0.08447488584474885
1221,It’s just another Monday. #mood,2,2023-02-22 18:05:00,User9197,Facebook,Wednesday,Evening,787,161,7,955,31,5,1,0,3,0,18,False,159.16666666666666,0.8232217573221757,0.1684100418410042,0.007322175732217573
1222,Thinking about the week ahead. #life,2,2023-02-07 12:25:00,User2124,Instagram,Tuesday,Afternoon,492,160,68,720,36,6,1,0,2,0,12,False,102.85714285714286,0.6823855755894591,0.22191400832177532,0.09431345353675451
1223,It’s just another Monday. #mood,2,2023-03-25 22:02:00,User4000,Twitter,Saturday,Night,364,39,37,440,31,5,1,0,3,0,22,True,73.33333333333333,0.8253968253968254,0.08843537414965986,0.08390022675736962
1224,It’s just another Monday. #mood,2,2023-02-13 20:41:00,User7080,Twitter,Monday,Evening,926,140,56,1122,31,5,1,0,3,0,20,False,187.0,0.8245770258236865,0.1246660730186999,0.04986642920747997
1225,Walking through the city with no plans. #mood,2,2023-02-21 04:54:00,User1560,Facebook,Tuesday,Night,790,148,65,1003,45,8,1,0,2,0,4,False,111.44444444444444,0.7868525896414342,0.14741035856573706,0.0647410358565737
1226,Decided to rearrange my furniture. #life,2,2023-02-02 20:26:00,User8275,Instagram,Thursday,Evening,426,110,65,601,40,6,1,0,2,0,20,False,85.85714285714286,0.707641196013289,0.18272425249169436,0.1079734219269103
1227,"Scrolling through feeds, nothing much going on. #daily",2,2023-01-19 09:45:00,User6282,Instagram,Thursday,Morning,338,168,47,553,54,8,1,0,2,0,9,False,61.44444444444444,0.6101083032490975,0.30324909747292417,0.08483754512635379
1228,Walking through the city with no plans. #life,2,2023-01-22 20:21:00,User4513,Facebook,Sunday,Evening,486,162,20,668,45,8,1,0,2,0,20,True,74.22222222222223,0.726457399103139,0.242152466367713,0.029895366218236172
1229,"Scrolling through feeds, nothing much going on. #mood",2,2023-01-19 08:04:00,User1987,Instagram,Thursday,Morning,711,150,19,880,53,8,1,0,2,0,8,False,97.77777777777777,0.8070374574347332,0.170261066969353,0.021566401816118047
1230,It’s just another Monday. #life,2,2023-01-23 06:44:00,User9380,Twitter,Monday,Morning,326,6,29,361,31,5,1,0,3,0,6,False,60.166666666666664,0.9005524861878453,0.016574585635359115,0.08011049723756906
1231,Decided to rearrange my furniture. #thoughts,2,2023-01-18 17:55:00,User1201,Twitter,Wednesday,Evening,759,181,74,1014,44,6,1,0,2,0,17,False,144.85714285714286,0.7477832512315271,0.17832512315270935,0.0729064039408867
1232,It’s just another Monday. #thoughts,2,2023-03-18 08:40:00,User4540,Facebook,Saturday,Morning,631,81,60,772,35,5,1,0,3,0,8,True,128.66666666666666,0.8163001293661061,0.10478654592496765,0.07761966364812418
1233,Decided to rearrange my furniture. #daily,2,2023-02-25 17:07:00,User5443,Facebook,Saturday,Evening,552,136,18,706,41,6,1,0,2,0,17,True,100.85714285714286,0.7807637906647807,0.19236209335219237,0.02545968882602546
1234,Walking through the city with no plans. #mood,2,2023-02-10 05:31:00,User8425,Instagram,Friday,Morning,673,94,92,859,45,8,1,0,2,0,5,False,95.44444444444444,0.7825581395348837,0.10930232558139535,0.10697674418604651
1235,Thinking about the week ahead. #mood,2,2023-01-29 01:41:00,User2310,Twitter,Sunday,Night,565,93,35,693,36,6,1,0,2,0,1,True,99.0,0.8141210374639769,0.1340057636887608,0.05043227665706052
1236,Decided to rearrange my furniture. #life,2,2023-01-22 17:00:00,User9997,Twitter,Sunday,Evening,399,98,43,540,40,6,1,0,2,0,17,True,77.14285714285714,0.7375231053604436,0.18114602587800369,0.07948243992606285
1237,It’s just another Monday. #daily,2,2023-02-19 23:08:00,User2839,Facebook,Sunday,Night,892,11,95,998,32,5,1,0,3,0,23,True,166.33333333333334,0.8928928928928929,0.011011011011011011,0.09509509509509509
1238,Thinking about the week ahead. #update,2,2023-01-31 11:08:00,User7682,Facebook,Tuesday,Morning,495,99,91,685,38,6,1,0,2,0,11,False,97.85714285714286,0.7215743440233237,0.14431486880466474,0.1326530612244898
1239,Thinking about the week ahead. #daily,2,2023-02-06 19:09:00,User4072,Facebook,Monday,Evening,879,112,11,1002,37,6,1,0,2,0,19,False,143.14285714285714,0.8763708873379861,0.11166500498504486,0.010967098703888335
1240,"Scrolling through feeds, nothing much going on. #mood",2,2023-03-16 14:09:00,User8314,Twitter,Thursday,Afternoon,399,78,49,526,53,8,1,0,2,0,14,False,58.44444444444444,0.7571157495256167,0.14800759013282733,0.09297912713472485
1241,Thinking about the week ahead. #thoughts,2,2023-01-17 06:30:00,User5504,Twitter,Tuesday,Morning,656,43,38,737,40,6,1,0,2,0,6,False,105.28571428571429,0.8888888888888888,0.058265582655826556,0.051490514905149054
1242,Thinking about the week ahead. #daily,2,2023-02-22 23:54:00,User5287,Facebook,Wednesday,Night,713,145,64,922,37,6,1,0,2,0,23,False,131.71428571428572,0.7724810400866738,0.1570964247020585,0.06933911159263272
1243,Thinking about the week ahead. #thoughts,2,2023-02-23 03:34:00,User2531,Facebook,Thursday,Night,872,163,69,1104,40,6,1,0,2,0,3,False,157.71428571428572,0.7891402714932126,0.14751131221719457,0.06244343891402715
1244,Walking through the city with no plans. #mood,2,2023-03-17 08:22:00,User2445,Instagram,Friday,Morning,186,75,8,269,45,8,1,0,2,0,8,False,29.88888888888889,0.6888888888888889,0.2777777777777778,0.02962962962962963
1245,It’s just another Monday. #daily,2,2023-02-27 13:53:00,User4399,Twitter,Monday,Afternoon,808,195,34,1037,32,5,1,0,3,0,13,False,172.83333333333334,0.7784200385356455,0.18786127167630057,0.03275529865125241
1246,Thinking about the week ahead. #life,2,2023-01-31 11:49:00,User2526,Instagram,Tuesday,Morning,948,60,48,1056,36,6,1,0,2,0,11,False,150.85714285714286,0.8968779564806055,0.05676442762535478,0.04541154210028382
1247,Walking through the city with no plans. #daily,2,2023-03-19 12:13:00,User7406,Twitter,Sunday,Afternoon,292,174,56,522,46,8,1,0,2,0,12,True,58.0,0.5583173996175909,0.3326959847036329,0.10707456978967496
1248,Listening to music while working. #update,2,2023-01-31 11:28:00,User58367,Twitter,Tuesday,Morning,592,193,76,861,41,6,1,0,2,0,11,False,123.0,0.6867749419953596,0.22389791183294663,0.08816705336426914
1249,It's a bit cloudy today. #routine,2,2023-03-07 08:52:00,User61325,Instagram,Tuesday,Morning,89,46,65,200,33,6,1,0,3,0,8,False,28.571428571428573,0.4427860696517413,0.22885572139303484,0.32338308457711445
1250,Reading some articles online. #update,2,2023-02-06 13:30:00,User20129,Facebook,Monday,Afternoon,278,188,31,497,37,5,1,0,2,0,13,False,82.83333333333333,0.5582329317269076,0.37751004016064255,0.06224899598393574
1251,Cleaning up my inbox. #day,2,2023-02-26 19:44:00,User80908,Twitter,Sunday,Evening,597,40,4,641,26,5,1,0,2,0,19,True,106.83333333333333,0.9299065420560748,0.06230529595015576,0.006230529595015576
1252,Listening to music while working. #thoughts,2,2023-03-18 06:18:00,User92607,Facebook,Saturday,Morning,969,88,50,1107,43,6,1,0,2,0,6,True,158.14285714285714,0.8745487364620939,0.07942238267148015,0.04512635379061372
1253,Preparing for the week ahead. #neutral,2,2023-03-04 11:07:00,User16523,Instagram,Saturday,Morning,272,122,69,463,38,6,1,0,2,0,11,True,66.14285714285714,0.5862068965517241,0.2629310344827586,0.14870689655172414
1254,Preparing for the week ahead. #neutral,2,2023-03-03 16:27:00,User84074,Twitter,Friday,Afternoon,55,11,30,96,38,6,1,0,2,0,16,False,13.714285714285714,0.5670103092783505,0.1134020618556701,0.30927835051546393
1255,Preparing for the week ahead. #neutral,2,2023-02-17 22:20:00,User76714,Instagram,Friday,Night,371,58,88,517,38,6,1,0,2,0,22,False,73.85714285714286,0.7162162162162162,0.11196911196911197,0.16988416988416988
1256,Preparing for the week ahead. #day,2,2023-03-04 22:40:00,User11012,Twitter,Saturday,Night,517,133,59,709,34,6,1,0,2,0,22,True,101.28571428571429,0.7281690140845071,0.18732394366197183,0.08309859154929577
1257,Refilled my water bottle. #thoughts,2,2023-02-02 14:53:00,User34086,Twitter,Thursday,Afternoon,781,176,67,1024,35,5,1,0,2,0,14,False,170.66666666666666,0.7619512195121951,0.17170731707317075,0.06536585365853659
